"","Year","State","State.ANSI","Data.Item","type","Value","name","Carcinogen","Hormone.Disruptor","Neurotoxins","Developmental.or.Reproductive.Toxins","Bee.Toxins"
"279",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","1.005","FENHEXAMID","","","","",""
"280",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.307","FLUDIOXONIL","","","","","SLIGHT"
"281",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"282",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.167","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"283",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.221","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"284",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.305","PYRACLOSTROBIN","","","","","SLIGHT"
"285",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.762","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"286",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.148","TRIFLOXYSTROBIN","","","","",""
"287",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.396","TRIFLUMIZOLE","","","","","SLIGHT"
"288",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.165","ACETAMIPRID","","","","","MODERATE"
"289",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.645","BIFENAZATE","","","","","MODERATE"
"290",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.163","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"291",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","CARBARYL","KNOWN","SUSPECTED","PRESENT","PRESENT","HIGH"
"292",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","CHLORPYRIFOS","","SUSPECTED","PRESENT","","HIGH"
"293",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.397","FENPROPATHRIN","","","","",""
"294",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.212","HEXYTHIAZOX","PROBABLE","","","",""
"295",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.63","IMIDACLOPRID","","","","","HIGH"
"296",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","3.062","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"297",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.214","METHOXYFENOZIDE","","","","","SLIGHT"
"298",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","PIPERONYL BUTOXIDE","POSSIBLE","SUSPECTED","","","MODERATE"
"299",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","PYRIPROXYFEN","","","","","SLIGHT"
"300",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.319","SPIROMESIFEN","","","","",""
"301",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.086","THIAMETHOXAM","","","","","HIGH"
"302",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.4","AZOXYSTROBIN","","","","",""
"303",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.6","BOSCALID","POSSIBLE","","","",""
"304",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","3.4","CAPTAN","KNOWN","","","",""
"305",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.4","CYPRODINIL","","","","",""
"306",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.7","FENHEXAMID","","","","",""
"307",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.4","FLUDIOXONIL","","","","","SLIGHT"
"308",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"309",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.6","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"310",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","2","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"311",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.8","PYRACLOSTROBIN","","","","","SLIGHT"
"312",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.2","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"313",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.3","TRIFLOXYSTROBIN","","","","",""
"314",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","1.6","TRIFLUMIZOLE","","","","","SLIGHT"
"315",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.4","ACETAMIPRID","","","","","MODERATE"
"316",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.3","BIFENAZATE","","","","","MODERATE"
"317",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.7","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"318",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","CARBARYL","KNOWN","SUSPECTED","PRESENT","PRESENT","HIGH"
"319",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","CHLORPYRIFOS","","SUSPECTED","PRESENT","","HIGH"
"320",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.4","FENPROPATHRIN","","","","",""
"321",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.2","HEXYTHIAZOX","PROBABLE","","","",""
"322",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.3","IMIDACLOPRID","","","","","HIGH"
"323",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.7","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"324",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.2","METHOXYFENOZIDE","","","","","SLIGHT"
"325",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","PIPERONYL BUTOXIDE","POSSIBLE","SUSPECTED","","","MODERATE"
"326",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","PYRIPROXYFEN","","","","","SLIGHT"
"327",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.3","SPIROMESIFEN","","","","",""
"328",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.4","THIAMETHOXAM","","","","","HIGH"
"329",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","10","AZOXYSTROBIN","","","","",""
"330",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","9","BOSCALID","POSSIBLE","","","",""
"331",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","41","CAPTAN","KNOWN","","","",""
"332",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","30","CYPRODINIL","","","","",""
"333",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","9","FENHEXAMID","","","","",""
"334",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","30","FLUDIOXONIL","","","","","SLIGHT"
"335",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"336",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","18","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"337",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","12","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"338",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","21","PYRACLOSTROBIN","","","","","SLIGHT"
"339",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","10","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"340",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","37","TRIFLOXYSTROBIN","","","","",""
"341",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","13","TRIFLUMIZOLE","","","","","SLIGHT"
"342",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","20","ACETAMIPRID","","","","","MODERATE"
"343",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","22","BIFENAZATE","","","","","MODERATE"
"344",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","19","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"345",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","CARBARYL","KNOWN","SUSPECTED","PRESENT","PRESENT","HIGH"
"346",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","CHLORPYRIFOS","","SUSPECTED","PRESENT","","HIGH"
"347",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","8","FENPROPATHRIN","","","","",""
"348",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","11","HEXYTHIAZOX","PROBABLE","","","",""
"349",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","18","IMIDACLOPRID","","","","","HIGH"
"350",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","7","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"351",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","13","METHOXYFENOZIDE","","","","","SLIGHT"
"352",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","PIPERONYL BUTOXIDE","POSSIBLE","SUSPECTED","","","MODERATE"
"353",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","PYRIPROXYFEN","","","","","SLIGHT"
"354",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","9","SPIROMESIFEN","","","","",""
"355",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","12","THIAMETHOXAM","","","","","HIGH"
"356",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," (D)","AZOXYSTROBIN","","","","",""
"357",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","87,400","CAPTAN","KNOWN","","","",""
"358",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","3,300","CYPRODINIL","","","","",""
"359",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"360",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","1,700","FLUDIOXONIL","","","","","SLIGHT"
"361",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"362",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," (D)","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"363",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," (D)","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"364",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","ACETAMIPRID","","","","","MODERATE"
"365",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","BIFENAZATE","","","","","MODERATE"
"366",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"367",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"368",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"369",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","THIAMETHOXAM","","","","","HIGH"
"370",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","AZOXYSTROBIN","","","","",""
"371",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","1.858","CAPTAN","KNOWN","","","",""
"372",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.33","CYPRODINIL","","","","",""
"373",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"374",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.221","FLUDIOXONIL","","","","","SLIGHT"
"375",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"376",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"377",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"378",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","ACETAMIPRID","","","","","MODERATE"
"379",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","BIFENAZATE","","","","","MODERATE"
"380",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"381",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"382",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"383",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","THIAMETHOXAM","","","","","HIGH"
"384",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","AZOXYSTROBIN","","","","",""
"385",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","9.193","CAPTAN","KNOWN","","","",""
"386",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.997","CYPRODINIL","","","","",""
"387",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"388",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.501","FLUDIOXONIL","","","","","SLIGHT"
"389",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"390",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"391",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"392",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","ACETAMIPRID","","","","","MODERATE"
"393",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","BIFENAZATE","","","","","MODERATE"
"394",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"395",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"396",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"397",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","THIAMETHOXAM","","","","","HIGH"
"398",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","AZOXYSTROBIN","","","","",""
"399",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","4.9","CAPTAN","KNOWN","","","",""
"400",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","3","CYPRODINIL","","","","",""
"401",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"402",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","2.3","FLUDIOXONIL","","","","","SLIGHT"
"403",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"404",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"405",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"406",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","ACETAMIPRID","","","","","MODERATE"
"407",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","BIFENAZATE","","","","","MODERATE"
"408",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"409",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"410",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"411",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","THIAMETHOXAM","","","","","HIGH"
"412",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE"," (D)","AZOXYSTROBIN","","","","",""
"413",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","96","CAPTAN","KNOWN","","","",""
"414",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","33","CYPRODINIL","","","","",""
"415",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"416",2018,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","33","FLUDIOXONIL","","","","","SLIGHT"
